RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021
394561,68,"El Paso, TX",Msa,TX,86922,86835,86814,86784,86883,87011,87103,87153,87105,87117,87134,87284,87253,87295,87263,87416,87349,87264,87154,87204,87338,87445,87501,87493,87860,88201,88564,88481,88522,88546,88764,88827,89000,89096,89286,89332,89198,89227,89425,89941,90397,90870,91207,91572,91991,92469,92979,93338,93615,93703,93786,93764,93721,93607,93454,93299,92676,92021,91228,91038,90952,90902,90497,90214,89915,89765,89523,89318,89350,89358,89436,89130,88915,88737,88905,88999,89215,89305,89547,89686,90003,90377,90749,91277,91527,91728,91645,91690,91793,91918,92113,92532,93020,93468,94005,94558,95232,96074,97051,98169,99064,100169,101168,101934,102319,102817,103397,103934,104823,105628,106589,106877,107258,107389,107750,108276,109063,109721,110376,111230,112415,113465,114733,115879,117301,118541,119910,121488,123245,125113,126422,127307,127588,128413,128909,130228,131286,132982,134177,134878,134920,134676,134978,135460,135062,134020,132957,132583,132000,131118,130006,129091,128621,128539,128211,127554,127135,127167,127087,126550,125898,125527,125510,125568,125340,125129,125025,125339,126136,126563,126837,126255,126386,126225,126050,125549,125485,125202,124862,124125,123428,123009,123010,123624,123445,123039,122574,122501,122334,122179,122024,121945,121780,121233,120685,120000,119930,120087,120468,120601,120374,119862,119494,119612,119870,120413,120466,120679,120613,120811,120693,120607,120764,121304,121836,121830,121759,121550,121791,121572,121388,120747,120487,120421,120600,120488,120152,119924,119743,119663,119481,119700,120012,120664,120990,121022,120555,120438,120443,120624,120619,120679,120896,120941,120995,120774,120855,121224,121917,122562,123379,124169,124927,125450,125803,126381,126774,126943,126838,126724,126837,126823,126584,126394,126318,126329,126216,125990,125896,126432,127122,127766,128440,129224,129991,130242,130451,130992,131961,133153,134341,135328,135954,136438,135718,134760,134177,134704,135616,136415,136849,137238,137457,137858,138599,139574,141517,143764,145907,147611,149190,150892,152951,155222
394367,69,"Baton Rouge, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,105797,107059,107796,109350,110289,111181,111948,112718,113448,114027,114456,114785,115034,115070,115164,115431,116035,116705,117288,117907,118444,119126,119840,120565,121216,121437,121749,121931,122530,122960,123585,124010,124417,124765,125072,125335,125620,125394,125532,125464,126400,127048,127765,128072,128428,128565,128953,129526,130611,133162,134750,136200,134859,134293,133612,134093,134523,134968,135183,135149,134177,132605,131358,131061,131854,132640,133267,133375,133477,133752,134172,134639,135408,136130,137027,137492,138370,138991,139779,140501,141274,141948,142480,143066,144100,145230,146527,147734,148834,149962,151359,152818,154467,156375,158580,160710,162352,163997,165566,167251,169043,170618,171763,172888,173964,174869,175448,175903,176597,176834,177249,177574,178072,178648,179109,179748,180057,180306,180231,180410,180484,180871,180850,180439,179886,179041,178784,177813,177517,176921,176944,176885,176937,176800,176339,176248,176107,176336,176151,176532,176266,176643,176789,177047,176846,176478,176307,175756,174918,174365,173734,173374,172753,171477,169970,167917,166525,165188,164631,164839,165328,165081,164873,164191,163814,163467,163043,163339,163402,164379,164804,164526,163890,163654,163630,163564,163540,163827,164754,165753,166752,167001,166944,167093,167615,168168,168596,169327,170176,170992,171384,171122,170943,170494,170631,170760,171142,171408,171788,171985,171962,172033,172437,173463,174002,174666,174910,175473,175614,175843,176052,176349,176831,177293,177543,177391,177441,177757,178252,178371,178542,178690,178674,178653,178456,178012,177545,177838,179049,180474,181575,182839,184096,185624,187245,189014,190724,192420,193734,194185,193752,193126,192998,192675,192531,192169,191850,190901,190159,189516,189362,188720,188126,188023,188365,188999,189214,189177,189093,188816,188988,189296,190047,191151,192177,192826,192898,193077,193513,194215,194950,196137,196917,197571,197737,198031,198547
394521,70,"Dayton, OH",Msa,OH,82484,82912,83449,85280,87179,88965,89873,90653,91313,91852,92320,92713,93022,93451,93981,93682,93246,92779,93193,93598,94016,94431,94803,95089,95351,95825,96297,96329,96158,96012,96328,96675,97020,97359,97591,97823,98000,98323,98552,98820,98907,99045,99115,99211,99292,99424,99672,99972,100297,100249,100389,100576,101196,101566,101866,102109,102438,102746,103067,103337,103666,104077,104439,104698,104727,104918,105239,105658,105963,106270,106472,106709,106873,107149,107353,107572,107723,107917,108088,108296,108499,108666,108825,108966,109265,109535,109844,110133,110590,111060,111446,111775,112190,112763,113482,114240,114612,115081,115482,116000,116295,116468,116892,117262,117668,117828,118040,118159,118583,118819,119212,119612,120046,120515,120669,120877,121036,121348,121594,121783,121975,122175,122245,122215,122300,122447,122534,122478,122234,122122,122002,122098,121942,121942,121811,121737,121406,121152,120988,121115,121285,121222,120735,120476,120265,120004,119551,118972,118706,118045,117789,117083,116640,115896,115540,114463,113834,113191,113063,112614,111901,111456,110607,110074,109394,109122,108696,108627,107985,107161,106032,105678,105581,105518,105306,104977,104492,103904,103284,102801,102675,102980,103400,102938,102373,101782,101877,101701,101497,101185,101511,101553,101340,100427,99677,99597,99603,99494,98798,98603,98696,99197,99061,99117,98398,98189,97702,97801,97701,97712,97994,98247,98547,98519,98595,98637,100256,101755,103336,103562,103986,104521,104944,105302,105416,105609,105711,105802,105274,104791,104151,104165,104227,104449,104632,104724,104852,104904,105093,105330,105576,106258,107449,108684,109409,109654,109828,110064,110481,111045,111844,112504,113279,113363,113395,113267,113746,114401,115237,116210,117180,118242,118902,119756,120522,121498,122139,122795,123433,124140,125149,125878,126481,126688,127208,127882,128306,128904,129270,129913,130820,131950,132769,133332,133736,134537,135243,136023,136841,137739,139113,140513,141571,142483,143539,145019,146798,148548,150406,152193,154223,156196,158131,160053
394843,71,"McAllen, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70647,70692,70736,71093,71401,71688,71704,71740,71763,71745,71710,71664,71777,72031,72382,72937,73398,73830,73907,74042,74147,74319,74379,74474,74323,73988,73491,72003,70843,69833,70127,70333,70611,70850,71201,71480,71719,72058,72581,73320,73970,74513,74833,75040,75216,75324,75507,75622,75848,76020,75990,76277,76326,76548,76363,76402,76424,76506,76572,76678,76779,76716,76534,76275,76245,76285,76366,76342,76366,76403,76295,76322,76431,76781,76391,76004,75554,75765,75937,75733,75571,75432,75808,76100,76244,76335,78088,79889,81567,81577,81673,82588,83465,84278,84267,84040,83800,83505,83002,82456,82004,82005,82114,81993,81674,81247,81108,81385,81823,82082,81804,81448,81400,81875,82373,82672,83089,83477,83880,84039,84311,84906,85728,86447,86874,86914,86953,87123,87665,88422,89256,89881,90380,90768,90839,91207,91669,92511,93045,93414,93463,93513,93589,93934,94122,94273,94567,94926,95250,95629,96131,96675,96952,97319,97628,98046,98478,99048,99581,99904,100250,100633,101097,101548,102185,102738,103361,103765,104228,104532,104872,105222,105459,105399,105352,105539,105833,106123,106356,106832,107376,107953,108529,109086,109649,110316,110886,111411,111993,112656,113169,113444,113476,113697,114076,114710,115572,116293,117126,117575,117942,117820,117930,118390,119412,120420,121452,122224,122882,123432,124156,125194,126272,127737,129143,130384,131333,132254,133142,134187
394486,72,"Columbia, SC",Msa,SC,98299,98386,98443,98596,98732,98857,98991,99159,99373,99592,99768,99941,100376,100902,101495,101835,102126,102485,102931,103378,103747,104050,104447,104871,104849,104660,104435,104654,105086,105514,105791,106052,106404,106951,107454,107915,108489,109017,109517,109859,110177,110495,110936,111345,111648,111797,112013,112378,112891,113596,114300,114980,115484,115925,116296,116636,117192,117717,118249,118525,118893,119196,119503,119721,119955,120353,120621,120990,121094,121359,121570,121882,122039,122089,122217,122406,122648,122722,122955,123082,123386,123619,123986,124337,124712,125175,125589,125987,126324,126677,127017,127458,127862,128254,128535,128855,129244,129642,130067,130423,130825,131309,131811,132366,132885,133445,134007,134588,135056,135464,135864,136432,137102,137750,138369,138945,139629,140325,140962,141520,142151,142848,143552,144181,144698,145265,145931,146520,146982,147262,147817,148417,149007,149263,149504,149683,150012,150252,150451,150576,150584,150595,151006,151471,152011,152315,152291,152226,152010,151851,151437,151050,150968,151040,149800,148426,146972,146735,146802,146789,146498,146165,146054,146115,145932,145755,145989,146312,146362,145830,145315,145129,145236,145258,145130,144833,144416,143813,143489,143061,142820,142228,141626,140763,140021,139242,138587,137874,137248,136684,135954,135382,134968,134842,134625,134465,134205,133858,133366,132771,132420,132098,132001,131789,131491,131246,131105,130892,130657,130687,130940,131403,131847,132277,132550,132876,133164,133313,133262,133427,133458,133498,133346,133391,133158,132957,132948,133057,133132,133110,133270,133398,133741,134131,134692,135018,135431,136090,136487,136543,136697,137145,137875,138309,138817,139221,139698,140276,140964,141332,141791,142552,143334,143922,144203,144874,145440,145870,146010,146166,146347,146611,146864,147129,147420,148110,148839,149423,149723,150104,150683,151211,151767,152281,153129,154043,155007,155377,155577,155914,156470,157132,157633,158216,158713,159317,159911,160537,161048,161637,162340,162971,163731,164505,165513,166578,167816,169124,170416,171789,173387,175325,177451,179785
394648,73,"Greensboro, NC",Msa,NC,96322,96509,96729,97130,97479,97876,98334,98923,99317,99740,100143,100733,101375,102009,102593,103075,103541,103964,104385,104750,105335,105861,106409,106690,106916,107119,107348,107725,108353,108957,109403,109595,109902,110210,110542,110879,111254,111674,112071,112550,112842,113131,113487,113932,114321,114813,115300,115814,116158,116626,117081,117544,117958,118370,118744,119117,119505,119860,120244,120634,121110,121479,121842,122175,122504,122833,123078,123387,123623,123892,124105,124309,124466,124639,124791,124822,124953,125069,125397,125515,125658,125727,125859,126055,126332,126558,126830,127052,127218,127289,127264,127451,127778,128003,128178,128240,128435,128688,128917,129307,129639,130067,130428,130746,130992,131249,131600,131957,132229,132514,132717,132969,133183,133531,133984,134531,135035,135650,136076,136553,136932,137294,137796,138163,138727,139104,139504,139747,139971,140161,140419,140717,141045,141387,141638,141838,141995,142270,142529,142751,142965,143235,143468,143446,143249,143016,142880,142876,142701,142480,142042,141707,141196,140494,139933,139579,139589,139425,139064,138417,137805,136999,136361,135587,135147,134781,134279,133783,133187,132707,132263,132011,131781,131672,131421,131138,130600,130156,129892,129528,128891,128137,127435,126714,126112,125541,124987,124576,124284,123922,123273,122637,122216,122038,121828,121672,121443,121203,121136,120997,120902,120828,120893,121058,121232,121509,121933,122398,122650,122934,123108,123442,123736,124034,124475,124844,124996,124806,124527,124511,124781,125010,125142,125175,125211,125293,125293,125390,125946,126619,127286,127267,127238,127130,127231,127343,127558,127802,127904,127930,127845,127901,128107,128570,128961,129507,130012,130887,131534,132193,132720,133386,133821,134204,134475,135153,135950,136725,137418,137746,138329,138870,139626,140239,140863,141593,142235,142606,142948,143564,144554,145185,145577,145872,146687,147729,148728,149545,150343,151249,152207,153166,154158,155096,156077,156715,157246,157707,158548,159496,160873,162329,163976,165255,166474,168083,169811,171953,173941,175975,177814,179743,181455,183216
394304,74,"Akron, OH",Msa,OH,97981,98163,98331,98698,99045,99403,99716,100086,100503,100941,101376,101750,102058,102346,102687,103089,103495,103889,104352,104745,105072,105312,105611,105990,106431,106876,107264,107631,108038,108456,108848,109182,109548,110006,110385,110705,111118,111562,112065,112356,112663,112929,113260,113728,114137,114603,115036,115670,116185,116747,117144,117651,118006,118448,118812,119186,119611,119945,120371,120694,121131,121488,121922,122311,122750,123124,123522,123834,124062,124276,124480,124674,124772,124875,124949,125204,125541,125946,126274,126582,126955,127423,127951,128485,128993,129450,129623,129925,130184,130724,131196,131884,132603,133137,133434,133648,133916,134240,135244,135664,136123,135909,136150,136153,136080,136166,136374,136739,137109,137516,137614,137888,138054,138428,138621,138885,139186,139437,139760,139934,140049,140061,140131,140366,140636,140882,140892,140956,140970,140956,140933,141122,141369,141607,141211,140744,140122,139949,139806,139641,139378,139127,138791,138412,137863,137321,137309,137316,137374,136955,136652,136172,135758,135217,134759,134022,133416,132723,132084,131473,130761,130052,129238,128800,128739,128880,128930,128879,128775,128701,128404,127878,128045,128328,128553,128005,127134,126289,125286,124579,123951,123608,123253,122876,121756,120607,119559,119214,118782,118217,117725,117084,116398,115591,115305,115300,115298,115222,115119,115050,115111,115205,115515,116051,116841,117502,117751,117780,118258,118870,119645,120124,120534,121149,121588,121817,121665,121528,121256,121121,120757,120821,120775,120865,120861,120795,120741,120964,120917,121232,121683,122384,123189,123528,124019,124472,124995,125138,125361,125308,126035,126338,126924,126994,127375,127643,128053,128088,128457,128893,129525,130348,131394,132333,132784,133266,133649,134730,135204,136235,136826,138084,139008,139855,139593,139797,140396,141836,142671,142510,142742,143162,144039,144448,145021,145624,146529,147297,147851,148150,148684,150019,151062,151651,152014,152175,152301,152715,153443,154645,155798,156894,157888,158523,159616,160938,162373,164156,166056,167821,169544,170976,172638,174451
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,121226,121303,121408,121621,121840,122062,122303,122557,122764,122930,123115,123373,123626,123942,124286,124723,125109,125455,125778,126145,126583,127044,127498,127910,128538,129074,129553,129696,129985,130372,130843,131295,131749,132283,132747,133290,133465,133787,134015,134638,135264,135980,136640,137207,137866,138594,139542,140149,140938,141619,142613,143622,144429,145071,145641,146510,147466,148447,149365,150427,151449,152514,153770,155019,156447,158005,159875,161649,163270,164592,165851,167193,168581,170188,171519,172935,174337,175823,177208,178460,179838,181517,183433,185552,187891,190101,191903,193409,194899,196353,197876,199599,201766,203913,206109,208150,210083,212143,214469,217072,219678,222444,225515,229259,233151,237408,241825,246387,251018,256073,262746,269896,277298,284589,292372,299820,306439,312822,318215,324428,330938,336009,338499,339960,342594,345045,344778,343170,340719,337836,334737,329955,324927,320088,315650,310866,304329,298286,292889,287839,283064,278503,273731,268860,262987,257870,253264,249540,245703,241022,236753,232152,227546,221982,217550,213479,210528,206737,202773,198172,194550,191549,189162,187182,185834,185668,185408,185030,184015,183606,183620,184330,184173,183816,183022,182408,181380,179889,177785,176601,175633,174757,173069,171540,170574,169931,168823,167824,167303,167141,167500,167092,167122,167348,168442,169244,169953,170524,172253,173883,175261,176132,177479,179553,181835,183518,185357,187290,189643,192218,194352,196823,199055,201876,203799,205295,206245,208117,209435,210873,211833,212804,213531,213583,214410,215502,217583,219465,221689,223505,225709,227421,229342,231096,232954,235872,238525,241188,242536,244283,245840,247614,248940,250538,251939,253430,255142,255987,257127,257586,259070,260091,260964,261351,261537,262008,262753,263800,264909,266234,266566,266882,266774,267264,267499,267883,269102,270666,272203,273015,273168,273438,273776,274428,275025,275512,276140,277242,277462,277091,276278,276831,278725,279489,279453,278671,279260,280158,281119,281388,282831,284388,286398,287429,288335,290272,293258,296985,300040,303136,306521,310595,314418,318868
394798,76,"Little Rock, AR",Msa,AR,86034,86292,86584,87016,87376,87665,88009,88326,88558,88801,88912,89132,89305,89571,89687,89944,90262,90564,90746,90947,91331,91703,92293,92652,93174,93441,93841,94051,94326,94764,95257,95772,96147,96491,96697,96915,96966,97157,97276,97597,97823,98073,98307,98469,98605,98704,98884,99304,99684,100080,100363,100780,101156,101395,101580,101836,102184,102572,103034,103429,103881,104168,104505,104727,105045,105431,105813,106162,106472,106739,106955,107121,107388,107722,108062,108337,108621,108954,109338,109741,110133,110572,110969,111386,111698,112113,112548,113088,113539,113930,114398,114897,115437,115917,116416,116946,117492,118091,118645,119227,119842,120521,121067,121622,122164,122754,123393,124028,124857,125530,126296,126943,127634,128239,128946,129610,130270,131107,131979,132886,133617,134370,135156,135812,136526,137229,137862,138352,138940,139323,139622,139728,139654,139575,139369,139464,139544,139746,139962,140277,140448,140582,140599,140646,140772,141034,141265,141412,141253,140954,140649,140467,140319,140078,139873,139663,139441,139013,138627,138263,138155,138153,138292,138297,138294,138338,138547,139031,139564,140091,140296,140517,140691,140712,140383,140032,139692,139467,139126,138516,137796,137172,136959,136596,136173,135899,135900,135881,135654,135444,135238,135077,135166,135254,135525,135714,136051,136180,136278,136431,136866,137154,137557,137919,138101,138197,137914,137922,137838,138026,138161,138300,138289,138257,138103,137937,137903,138001,138237,138344,138441,138385,138284,138156,138162,138376,138503,138795,138998,139135,139152,139207,139386,139658,139961,140329,140663,140934,141328,141524,141639,141848,142085,142341,142265,142243,142123,142152,142097,141959,141801,141790,142186,142477,142974,143259,143875,144252,144804,145123,145471,145922,146391,146832,146958,147163,147374,147722,148028,148347,148715,148936,149247,149421,149804,150247,150780,151341,151457,151571,151497,151716,151759,151968,152139,152499,152725,152960,152964,153235,153923,154806,155630,156275,157137,158050,159007,159929,160924,161960,163270,164423,165545,166580
395134,77,"Stockton, CA",Msa,CA,144278,143764,143455,142788,142387,141982,141588,141283,141072,141060,141081,141126,140470,139703,138977,138968,138977,139003,139115,139302,139644,139934,140204,140428,141997,144135,146263,147229,147804,148583,149464,150300,150951,151463,152020,152741,152923,153552,154246,155636,156796,157875,158767,159521,160257,161197,162771,164715,166848,167592,168134,168609,170225,172021,174488,177773,181346,184948,187613,190054,192411,195701,199573,203724,207349,211151,214354,217083,219898,222751,225860,228694,231155,233555,235401,237219,239061,240646,242391,244072,245452,247145,249543,252412,255504,258755,262078,265011,267476,269287,271471,273716,276752,279871,283129,286499,290270,293292,297021,300977,306936,314316,321849,328946,336208,344055,352096,359666,367034,376837,385910,395831,403164,411108,418086,426522,434205,440516,445555,450378,454254,455803,457904,459358,460537,461086,462486,462773,460584,456474,453749,449655,446843,442532,438526,432354,427459,418594,409613,396853,385709,374798,360218,346128,330098,316482,301814,288622,272640,258459,244318,234451,226307,217154,209895,201798,195737,190270,186046,183314,183446,183513,182412,180681,176951,177074,177306,181840,184920,186808,186804,184689,182690,182319,183089,184187,186323,186504,186321,182422,179428,176624,175437,175380,174542,172443,171010,168771,167511,165394,164044,163039,163350,164720,165982,167137,167919,169099,169706,171323,172512,174891,178003,182190,184983,186840,190191,194038,199932,206064,214080,221232,228205,233887,238950,243640,249228,255328,259095,262708,263231,264581,263421,263970,264036,265261,265956,266737,267701,269598,271105,271870,273278,274756,277326,279579,282992,285899,288374,290441,291956,292372,294797,298123,303192,305568,307471,308517,310013,312278,315973,319455,322391,325429,328356,330152,330417,333054,337027,341267,344031,345747,346575,349298,353049,357358,358407,361289,364771,368991,369965,370613,371325,374028,375810,374891,374308,372408,374453,374840,377243,379513,380988,382162,381027,380621,380372,381887,382417,384072,385709,389086,391722,393336,396684,400747,407247,412723,419035,425296,432446,439805,446503,452964
394457,78,"Charleston, SC",Msa,SC,109350,109402,109346,109577,109910,110385,110680,110905,110674,110485,110439,110902,111243,111534,112072,112535,112950,113317,113916,114696,116350,118009,119669,120407,121424,122340,123265,123688,124563,125234,126649,127701,128587,129205,129520,130240,130891,132179,133367,135345,136036,137002,136368,136739,136780,137636,138624,139799,140906,141796,142753,143457,144517,145511,147144,148614,149987,151013,152056,153186,154401,155442,156395,157089,158132,159108,160239,160873,161722,162349,163011,163472,163924,164295,164681,165256,165817,166374,166819,167377,167905,168573,169225,169975,170722,171616,172374,173026,173513,173997,174606,175370,176137,177004,177870,179084,180274,181402,182605,183958,185649,187351,189112,190878,192815,194663,196641,198226,199973,201672,203863,205856,207936,210156,212687,215202,217654,220446,223179,225983,228255,230946,233154,235786,238205,240769,242881,244583,246008,246793,247263,247501,248325,249192,249928,250032,249688,248941,248446,247849,247274,246151,245345,244526,243908,242858,241202,239410,237822,236886,235492,234097,232062,230595,228346,226447,223487,220580,218429,216808,215006,212572,209989,207815,206468,205696,205624,205085,205244,204951,204617,204156,204117,203705,203156,202623,201900,200622,198900,197091,194908,192747,190680,188620,186485,184848,183836,183027,181833,180490,179866,179954,180392,181141,181990,183075,184120,185005,185669,185739,186612,187797,188587,189103,190028,191337,192427,193167,194045,195321,196785,198647,200152,201879,203506,204813,205643,206438,207335,208111,208681,209160,209747,210574,211298,211692,212514,213716,215066,216045,217154,218465,219898,221218,222504,223241,224255,225380,226046,226945,227731,228920,229758,231028,232504,233888,235018,236367,237696,239146,240794,241931,242955,243781,244920,245851,246715,248066,249549,251235,252434,253655,255045,256782,258555,259982,261426,262738,263986,264749,265453,266239,267303,268178,268653,268991,269524,270296,271219,271999,272558,272935,273405,273671,273919,274035,274543,275236,276236,277483,278336,278847,279436,280601,282263,284175,286298,288881,291616,294538,297467,300540,304249,308797
395143,79,"Syracuse, NY",Msa,NY,81724,81502,81364,81105,81132,81267,81188,80854,80367,80114,79870,79929,79766,79836,79709,79820,79476,78967,78912,79182,79717,79814,80072,79846,80079,80086,80462,80352,80421,80575,80417,80476,80492,80902,80966,81161,81110,81147,81100,81339,81651,82002,82574,82747,82897,82727,82870,83112,83371,83797,84186,84685,85052,85411,85446,85599,85724,86177,86569,86908,87300,87675,87967,88217,88514,88980,89629,90288,90890,91348,91730,92152,92485,92615,92966,93340,93935,94219,94464,94639,94916,95217,95435,95744,96255,97130,97905,98541,98966,99291,99772,100411,101224,101843,102768,103615,104322,104516,104715,105054,105483,106396,106963,107460,107449,107998,108468,109010,109374,110116,110664,111226,111606,112001,112656,113294,114258,115014,115692,116203,116756,117157,117779,118414,119334,119928,120422,120849,121304,121610,121875,122218,122631,123044,123386,123654,123850,124110,124485,124903,125303,125778,126324,126807,127256,127500,127716,127758,127586,127318,126878,126741,126629,126412,125935,125508,125141,124996,124629,124428,124497,124762,125201,125368,125480,125492,125680,125751,125788,125710,125994,126414,126607,126685,126421,125917,125251,124850,124634,124508,124382,124302,124022,123515,122965,122647,122485,122594,122629,122381,121889,121480,121312,121261,121156,121137,121318,121139,121247,121395,121992,122480,123069,123510,123620,123574,123662,124000,124369,125002,125182,124844,124215,123997,123960,123993,124162,124588,125242,125333,125023,124395,124122,124422,124636,124830,124870,125095,125267,125112,124618,124410,124628,124994,125236,125302,125529,125645,125540,125343,125099,125235,125232,125230,125211,125333,125657,125883,126150,126369,126797,127232,127572,127539,127984,128788,129529,130080,130283,130818,131485,132290,133104,133650,134766,136057,137181,137545,137702,138131,138726,139353,139468,139534,139559,140094,140442,140584,140470,140809,141567,142347,142946,143428,143906,144506,145064,145529,146006,146718,148291,149609,150803,151597,152844,154181,155840,157484,159273,161041,162886,164746,166182,167890
