RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021
394928,388,"Ocean City, NJ",Msa,NJ,133085,132779,132561,132084,131719,131461,131393,131406,131376,131375,131444,131695,132003,132413,132892,133410,133846,134150,134364,134659,135118,135483,135919,136358,136975,137559,137903,138437,139051,139905,140642,141334,142112,143248,144330,145132,145593,146208,147200,148134,149292,150495,151977,153470,154944,156435,158015,159852,162030,164211,166432,168598,170768,172890,174976,176745,178399,179698,181149,182687,184608,186949,189247,191515,192975,194412,195777,197904,200481,203311,206352,209028,211436,213202,215057,217084,220101,223070,226398,229478,232752,236102,239538,243340,247510,251644,255875,260191,264808,270271,275183,279878,283880,287465,291496,295947,301259,306845,312636,318105,323212,327672,333067,338908,344913,352263,358090,363782,366761,371427,375978,381479,386935,392816,398454,403611,409205,414427,419965,424777,430361,434370,438139,441166,443292,444384,444193,444061,442381,440496,438913,437079,434670,430497,427374,423672,419419,414823,411317,409896,409612,409033,408543,408138,406347,406921,404567,405086,408751,414706,419535,418650,415571,411691,406995,403898,404496,403974,404729,400914,395360,387772,381397,378138,378594,379323,380959,380384,378578,376917,375398,376265,375698,375631,373958,373470,371061,369857,367117,364840,361392,358833,356789,354672,353744,352847,353224,352839,351238,348646,347082,346438,346319,345475,345566,345973,347151,347644,347385,346482,346959,347198,347957,347841,349994,350833,350309,347961,345051,343175,342527,343063,343650,344327,344865,346612,346069,346904,348046,351018,352021,351581,350409,349485,348686,348246,348233,347774,348093,348167,347605,346458,346846,348997,350627,352193,353219,354255,354434,354128,354242,354434,355088,354805,354643,354651,355766,355880,355530,354729,354122,353901,353396,353198,353675,355605,358274,359727,360302,360428,361197,362655,365192,367932,370210,372106,373574,374881,375119,375367,376034,378715,381788,384597,384983,385319,385957,387245,387777,387279,387195,386564,386931,387937,391205,393439,394684,395528,396381,398686,401458,406127,410622,416270,421598,426001,428761,432894,439450,446928,455035,462293,470287,477908
394823,389,"Mankato, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122873,123214,123817,124967,125674,125854,125971,126922,128259,129336,129898,129970,130218,130528,130657,130351,130345,131340,132338,132361,131740,131649,132491,134116,135713,137328,138769,140291,142330,143805,145389,146631,148083,149247,149940,150599,150925,151436,151908,152683,153283,153989,154660,155240,155707,156184,156969,157456,157947,158476,159478,160809,161596,161949,162063,162777,163860,164801,165529,166296,167273,167918,168578,168818,169584,170367,171427,172359,173157,174118,174958,175890,176502,177053,177669,178366,178996,179266,179391,179336,179204,178922,178424,177743,177082,176750,175290,173891,172316,171844,171240,170595,169999,169605,169570,169484,169440,169431,169968,170317,170431,170143,169954,169620,169210,168399,167437,166484,165739,165108,164627,164190,163833,163463,162999,162396,161478,160611,159613,158631,157416,156186,154671,153409,152442,151861,151483,151390,151548,151654,151762,151667,151649,151161,151384,151332,151251,150301,149261,148285,147372,146768,146426,146367,146353,146584,146495,146433,146242,146381,146523,146620,146759,146927,147047,147265,147529,148043,148546,149229,149932,150772,151634,152517,153418,154226,155078,155770,156513,157120,157792,158459,159164,159851,160522,161188,161812,162426,162972,163534,164072,164592,165159,165592,166007,166457,167012,167629,168211,168867,169475,170231,170889,171694,172363,173178,174076,174896,175642,176312,177082,177852,178844,179832,180917,181833,182838,183849,184865,185951,187112,188291,189636,190996,192195,193148,194064,194918,195804,196632,197709,199012,200318,201572,202922,204392,205671,206439,206993,207323,207825,208380,209281,210307,211135,212008,211415,210678,210393,211429,212832,214990,216630,218058,217684,216645,216567,216751,218796,220188,221568,222244,222800,222975,223519,224286,226306,228813,230704,232444,233505,235259
395038,390,"Rome, GA",Msa,GA,63480,63625,63770,64074,64411,64770,65147,65514,65874,66229,66631,67060,67076,67080,67127,67580,68000,68423,68875,69386,69941,70515,71071,71605,73080,74573,75981,76510,77016,77496,77905,78314,78699,79130,79559,80025,79951,79958,80104,80806,81532,82177,82816,83362,83955,84540,84998,85384,85594,86007,86426,86967,87395,87878,88373,88911,89439,89917,90544,91173,91978,92443,92827,93033,93390,93741,94067,94354,94582,94844,95051,95331,95538,95794,96021,96263,96548,96879,97327,97683,97917,98195,98472,98818,99002,99262,99645,100057,100348,100455,100452,100616,100541,100891,101247,101920,102310,102599,103092,103552,104029,104283,104524,104814,105957,106172,106292,105574,105758,106030,105561,105260,105042,105794,106465,107101,107299,107700,107990,108436,108539,108605,109055,109429,109685,109316,109086,108721,108306,108014,108005,108243,108378,108479,108792,108902,109132,109256,109447,109594,109473,109443,109102,108988,108848,108864,108401,108089,107610,107291,106761,106336,106474,106416,106617,106136,105657,104859,104305,103544,102758,101839,101016,100151,99118,98173,97183,96458,95899,95465,95198,95001,94841,94646,94369,94051,93494,92951,92149,91559,90705,90054,89168,88391,87659,87050,86507,85993,85513,85058,84911,84713,84630,84341,84219,84094,84022,83944,83954,84041,84438,84901,85347,85646,85954,86342,86726,87138,87526,87941,88392,88891,89136,89344,89471,89844,90252,90729,91191,91687,92149,92699,93111,93587,94045,94555,95078,95545,95940,96261,96567,97019,97383,97829,98225,98645,98974,99300,99795,100313,100976,101498,101918,101930,102255,102353,102698,102629,102951,103203,103371,103442,103690,104228,105030,105746,106291,106890,107460,108458,109257,110218,111055,112049,112509,112888,113131,114099,114906,115854,116602,117419,118090,118629,119148,119656,120488,121595,122622,123167,123982,124484,125428,126280,127635,128495,129250,130109,131103,131996,132762,133889,134785,135953,136928,137915,138672,139936,141401,142825,144158,145506,147105,148590
394441,391,"Cape Girardeau, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129941,128818,128052,127145,126921,126891,126487,126235,126174,126356,126532,126805,127055,127766,128583,128873,128673,128416,128763,128979,129176,129175,129297,129364,129522,129927,130492,130969,131030,130995,131053,131174,131063,130920,130817,130806,130765,130655,130424,130137,129923,129742,129509,129362,129365,129444,129454,129246,129003,128630,128312,127757,127124,126373,125753,125092,124532,124117,123799,123879,124065,124373,124417,124378,124323,124128,123835,123376,122890,122269,121697,121799,121792,121842,121293,121111,120946,121025,121028,121218,121093,121100,120912,119000,117041,115108,114995,114792,114669,114523,114454,114349,114328,114085,113885,114309,114961,115587,115560,115510,115436,115329,115274,115236,115311,115509,115819,116404,116954,117482,117799,118107,118456,118880,119304,119801,120349,120938,121494,121926,122329,122764,123284,123844,124394,124904,125435,125971,126453,126937,127438,128041,128631,129280,129796,130313,130785,131292,131822,132456,132976,133409,134006,134840,135775,136321,136937,137563,137937,138262,138640,138623,139363,140016,140921,140962,141049,141714,142368,142986,143366,143757,143846,143298,143131,143417,144403,145017,145760,146796,147889,148700,150562,152207,154301,157236,157963,157973,155948,156391,156227,155578,155218,155630,155623,155442,155209,154929,156002,157553,160378,161989,164196,166774,169383
394689,392,"Hot Springs, AR",Msa,AR,88114,87202,87241,87258,87922,88253,88273,88135,87911,87891,87945,88026,88008,88974,89435,89538,88666,88327,88457,88913,89663,89976,90333,90740,91480,91828,92039,92176,92562,92953,93307,93520,93485,93749,93809,93780,93401,93000,92873,92746,92717,92667,92746,92882,93061,93340,93614,93774,93960,94348,94875,95554,96252,96827,97201,97429,97698,97867,98294,98912,99653,100095,100139,99956,99881,99932,100183,100578,100958,101379,101461,101518,101377,101368,101471,101614,101694,101814,102011,102154,102310,102420,102804,103221,103818,104416,105181,105967,106747,107344,107945,108563,109185,109857,110548,111304,112063,112841,113568,114176,114714,115318,115825,116293,116773,117326,117636,117804,117859,118108,118474,119215,120101,121135,122140,123258,124295,125205,126294,127556,129047,130479,131609,132344,132858,133521,134335,135326,136399,137581,138699,139518,140136,140244,140691,141026,141427,141541,142357,143443,144289,144120,143610,143237,142992,143127,143296,143935,144689,144832,144977,144073,143807,143491,143620,143118,141721,140110,138069,136674,135292,134675,131581,128668,125844,124665,123553,122896,123589,124412,125555,125438,125569,125139,125896,126581,126294,126141,125836,125964,125213,124273,123143,122277,121088,120678,121706,123219,125131,126022,126603,126512,125160,124643,124409,125340,126281,126850,125599,124203,123046,122619,122841,123728,127098,129714,131589,131721,131504,131504,132039,132779,133304,133547,133281,132830,131662,130426,129565,128922,128530,127776,127374,126885,126833,126720,126619,126055,124822,124235,124170,125287,126417,127513,128390,129175,129387,129175,129044,129312,130165,130529,130587,129963,129589,129570,129642,129652,129835,130601,131206,131568,131826,132508,133091,133508,133954,134313,134742,134988,135391,135923,136838,138133,138697,138717,139095,140039,140960,141692,142499,143409,144066,144343,144735,145066,146076,146835,147056,147077,147432,148158,148612,149452,150487,151183,151293,151422,152321,153776,155510,156666,157702,158554,159936,161101,162315,164089,166350,168701,170386,172013,173791,176225
394655,393,"Greenwood, SC",Msa,SC,47585,47847,48007,48235,48511,48739,49176,49439,49770,49985,50263,50580,51204,51664,51932,51997,52074,52273,52385,52722,53095,53562,53941,54236,54219,54218,54656,55539,56378,57171,57576,57969,58104,58402,58754,59177,59377,59850,60303,61019,61462,61780,62046,62400,62764,63069,63265,63468,63702,63768,63512,63043,62765,62697,62949,63150,63386,63479,63741,64049,64625,65140,65732,66112,66264,66489,66721,67093,67333,67773,68136,68530,68863,69160,69546,69882,70447,70792,71197,71428,71877,72236,72653,72982,73250,73598,73949,74474,74947,75360,75590,75889,76210,76444,76624,76834,77177,77380,77592,77724,78089,78460,78915,79355,79811,80308,80861,81436,81997,82776,83575,84520,85311,86313,87232,87899,88400,88910,89523,90133,90712,91229,91708,92121,92447,92726,92930,93341,93785,94343,94671,94894,95086,95253,95395,95554,95653,95753,95884,96296,96737,97048,97306,97676,98083,98237,98594,98806,99100,98991,98757,98427,97995,97689,97469,97138,96513,96073,95276,94479,93651,92941,92730,92111,91626,90794,89810,88872,88260,87965,87881,87714,87467,87541,87144,86956,86705,86866,87096,87025,86479,85570,84721,84202,84005,83783,83836,83688,83614,83214,83011,83185,83817,84436,84669,84864,84773,84808,84675,84874,84912,85218,85444,85768,85890,86205,86725,87045,87340,87259,87251,87225,87419,87470,87479,87236,87313,87423,87757,88055,88381,88862,89344,89762,90112,90528,90986,91438,91738,91846,91864,92021,92309,92637,92946,93312,93674,94015,94358,94783,95107,95479,95815,96142,96474,96775,97150,97434,97793,98158,98500,98808,99260,99808,100335,100810,101258,101754,102233,102755,103332,103958,104681,105340,105895,106299,106796,107309,107833,108267,108707,109190,109380,109548,109688,110159,110672,111132,111515,111970,112399,112876,113275,113966,114693,115431,115499,115474,115309,115495,115680,116008,116456,116882,117260,117409,117678,117951,118745,119476,120332,120999,121711,122310
395140,394,"Sunbury, PA",Msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72451,73338,73452,73897,74335,75473,76891,77965,78752,79412,79982,80531,81101,81341,82102,83058,84004,84014,83760,83741,84021,84298,84724,85097,85388,85413,85677,86133,86441,86404,86002,86010,86132,86451,86635,86873,87016,87073,87007,86972,86991,87148,87224,87171,87031,86888,86736,86484,86278,86193,86158,85955,85733,85409,85258,85095,85031,84900,84776,84676,84650,84685,84707,84801,84878,84978,85029,84981,84804,84592,84391,84205,84001,83805,83614,83400,83221,83130,83056,82984,83016,83116,83282,83375,83464,83442,83519,83625,83848,83896,83942,84064,84263,84430,84504,84614,84740,84922,85015,85109,85100,85250,85397,85534,85535,85551,85652,85820,85947,86100,86344,86635,86922,87096,87263,87489,87849,88231,88519,88714,88945,89152,89343,89518,89776,90054,90383,90675,90938,91164,91464,91893,92255,92639,92934,93267,93537,93880,94230,94585,94868,95215,95597,95962,96386,96764,97189,97574,97944,98331,98669,99066,99457,99813,100083,100370,100694,101101,101486,101877,102255,102613,103001,103360,103745,104059,104362,104672,105064,105517,106030,106573,107110,107745,108271,108928,109246,109365,108975,108712,108699,109023,109476,109906,110378,110694,111098,111435,112039,112850,114101,115278,116245,116947,117573,118270
394469,395,"Clarksburg, WV",Msa,WV,52124,52077,52093,52089,52113,52140,52135,52104,52086,52092,52142,52155,52467,52887,53319,53497,53580,53679,53798,53925,54013,54046,54094,54204,54234,54189,54110,54162,54357,54462,54648,54856,55128,55475,55626,55790,55315,54723,53978,53704,53488,53541,53589,53711,53747,53671,53748,53766,53994,54290,54683,54966,55125,55200,55226,55259,55374,55585,55937,56346,56941,57226,57542,57608,57864,58101,58422,58663,58778,58897,58956,59063,59144,59387,59582,59820,59977,60126,60265,60509,60882,61196,61354,61433,61508,61695,61906,62167,62449,62729,62967,63154,63254,63439,63708,64070,64307,64674,65184,65788,66184,66433,66718,67159,67698,68265,68779,69267,70014,70856,71550,72108,72688,73534,74379,74916,75350,75629,76148,76614,77000,76973,76935,76864,77190,77510,77867,78206,78583,78975,79112,79225,79170,79315,79443,79715,79862,79859,79780,79769,79860,80033,80252,80364,80392,80325,80226,80174,79941,79815,79707,79687,79727,79706,79721,79679,79889,80032,80200,79967,79751,79404,79119,78845,78575,78358,78120,77861,77471,77280,77263,77440,77610,77664,77769,77787,77637,77358,77063,77060,77111,77047,76633,76162,75790,75701,75585,75520,75347,75293,75207,75166,75167,75192,75319,75674,76012,76296,76256,76225,76017,75865,75779,75788,75753,75722,75936,76055,76144,76085,76311,76478,76929,77247,77652,77844,77993,78080,78067,78099,78136,78334,78550,78891,79187,79579,79878,80227,80753,81359,81868,82145,82427,82714,83015,83227,83571,83880,84190,84385,84549,84750,84984,85325,85654,85940,86120,86281,86294,86445,86634,86914,86935,86924,87018,87356,87836,88379,88947,89546,90209,90767,91298,91804,92555,93333,94075,94528,94716,94762,94891,95203,95541,95721,95965,96342,96726,97147,97547,98135,98596,99155,99653,100219,100649,100906,100710,100460,100456,100600,100869,101116,101657,102017,102381,102602,102901,103420,104259,105076,105663,106124,106515,106903
395190,396,"Victoria, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155961,155331,154736,153564,152747,152323,152156,152201,152384,152904,153352,153680,153859,154329,155184,156447,157277,157584,157670,157629,157623,157211,157304,157969,159207,160265,161017,161522,162374,163547,164879,166320,167797,169529,171071,172400,173529,174834
395145,397,"Talladega, AL",Msa,AL,,,,,,,,,,,43943,44932,45919,47046,48003,49039,50422,51606,52618,53801,54954,55792,56566,57059,57324,58284,59451,60276,60578,60898,61378,61535,61653,62090,62562,62828,62788,63126,63429,63846,63941,64292,64620,64833,64965,65223,65340,65476,65640,66014,66246,66497,66740,67109,67534,67831,68096,68280,68682,69078,69467,69633,69908,70188,70534,70748,70973,71287,71687,72066,72228,72359,72407,72601,72831,73166,73526,73898,74268,74529,74740,74965,75315,75663,76030,76359,76670,76907,77033,77131,77189,77363,77549,77749,77946,78157,78398,78573,78736,78941,79324,79773,80270,80661,81059,81457,81879,82368,82881,83520,84147,84891,85541,86199,86786,87353,87909,88491,89155,89797,90406,90869,91421,91783,92242,92588,93036,93457,93912,94347,94623,94809,94942,95284,95665,96128,96288,96406,96356,96477,96553,96675,96811,96944,97182,97253,97126,96836,96649,96661,96857,96960,97006,96858,96745,96652,96324,95919,95475,95149,94784,94206,93557,93026,92533,92112,91684,91264,90911,90549,90325,90145,89970,89795,89566,89189,88805,88453,87983,87525,87133,86908,86637,86319,86183,86163,86208,86195,86188,86161,86167,86134,86144,86153,86182,86191,86104,85996,85877,85839,85863,85834,85946,86028,86083,85969,85829,85723,85601,85520,85418,85331,85169,85081,84960,84927,84921,85055,85262,85462,85658,85752,85866,86015,86207,86473,86638,86777,86859,86924,86974,87001,87020,87073,87121,87174,87217,87192,87267,87378,87579,87773,87867,87944,88026,88234,88471,88733,88955,89150,89250,89317,89297,89304,89409,89672,90009,90235,90453,90562,90780,90979,91239,91512,91850,92243,92667,92987,93279,93554,93843,94175,94505,94928,95266,95661,96041,96464,96890,97404,97872,98327,98658,99059,99414,99726,100179,100557,101079,101454,101793,102072,102477,102975,103561,104123,104733,105370,105968,106635,107232,107961,108758,109630
394542,398,"Dubuque, IA",Msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128266,130116,131467,134124,136110,137850,139195,140263,141040,141614,142097,142408,142633,142178,141753,141422,141642,142032,142497,142983,143351,143666,144151,144621,145099,145387,145912,146299,146737,146676,147022,147420,148142,148633,148390,148050,147544,147369,146614,145767,145188,145191,144769,144334,143860,143914,144129,144358,144494,144414,144354,144322,144170,143853,143625,143441,143285,142984,142884,142902,143083,143278,143712,144111,144425,144508,144666,144785,144828,144749,144625,144471,144340,144242,144148,144104,144170,144405,144681,144976,145237,145486,145701,145689,145603,145492,145533,145694,145877,146136,146383,146632,146989,147354,147771,147707,147676,147575,147848,147987,148190,148388,148751,149138,149558,149942,150339,152058,153876,155876,156688,157432,157900,158349,158412,158621,158700,159212,159649,159610,159456,159225,159537,159988,160595,161057,161640,162040,162474,162567,162752,162867,162818,162934,163189,163727,164190,164656,165181,165623,166182,166611,167004,167306,167858,168870,169949,170962,171758,172210,172426,172527,172950,173561,174041,174349,174655,173830,173241,172113,171642,172036,172847,174219,174657,175263,176312,177567,178625,179656,180048,180860,181306,181943,182476,182633,183201,183625,184393,185078,185067,185369,185979,187300,188590,189363,190138,191044,192156,193374,194246,195229,196962,198792,200760
395153,399,"The Villages, FL",Msa,FL,106716,106654,106689,106527,106394,106350,106542,106719,106884,106849,106965,107183,107755,108268,108555,109114,109824,110392,110551,110721,110961,111454,112006,112622,112923,113177,113564,113953,114091,114371,114824,115480,116163,116972,117353,117354,117182,117337,117745,117911,118294,118776,119535,120141,120717,121322,122163,123306,124447,125452,126153,127130,128206,129194,130107,130844,131642,132572,133293,134210,134674,135363,136123,137101,138106,138895,139515,140242,141068,141349,142388,142815,144527,145683,146946,147539,147664,148336,149170,150203,151010,151967,152536,153423,153966,154916,155820,156933,158080,159064,159974,161015,162089,163378,164297,165287,166039,167130,168335,169729,171633,173537,175586,177298,179131,181049,183509,186177,188630,190386,192140,194183,195915,197111,198252,199925,202169,204399,206542,208516,210957,213984,217127,219875,222853,226843,230703,234094,236137,238140,240106,242154,243831,244868,244787,244099,242852,241422,240017,238603,237169,235407,233041,230680,227882,225085,223014,222074,221228,219603,218021,216241,215505,214338,213325,211687,210162,209095,207508,205095,202998,201079,199364,197737,196005,194799,193722,193158,193108,193024,193853,195173,196442,197927,198792,199515,199796,200266,200845,201006,200935,200766,200001,198017,195536,193298,191814,190822,190113,189575,189270,188895,188415,188309,188673,190855,192948,195375,197103,198354,198776,199207,199893,201784,203747,205052,205574,205354,207126,208130,210065,212291,216328,219965,222606,224639,227167,229898,233797,236909,238346,239791,241434,243444,244115,244393,245647,246295,246245,245782,245096,245811,246841,247622,246847,245837,244877,244376,242786,242034,242197,242985,242796,241714,240655,240640,241431,242169,242929,243922,245702,246868,246793,247186,248056,249569,249864,249891,249967,250377,251050,251690,252237,252978,254260,255147,256533,257527,259774,261696,263633,265026,266400,267721,269233,271274,273367,274754,275442,276177,277084,277945,278820,280546,282329,284054,284788,285202,285929,287504,289171,290493,291363,292337,293350,293852,294211,294593,295580,296453,296890,297002,297164,297525
394311,400,"Albertville, AL",Msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98871,96775,95301,92791,91431,90631,90203,89651,89031,88320,88133,88386,88787,89733,90784,91473,91377,91161,90853,90948,91254,92090,92485,92793,92977,93687,94338,95179,95640,95744,95522,95379,95582,96104,96886,97190,97255,96979,96929,97265,97729,98169,99222,100413,101539,101401,100717,100033,100324,100688,101208,101021,100736,100176,99074,98014,97208,96904,96918,96939,96556,95964,95375,95540,95535,96194,96774,97180,97082,96831,96901,96861,96580,96163,95647,94293,93931,93254,93017,92960,92613,92769,92074,92004,92105,92941,93818,94976,95156,95256,95149,94948,95082,95055,95342,95357,95393,95168,95073,95123,95298,95501,95671,95884,96167,96221,96597,96858,97269,97398,97508,97674,98042,98384,98727,99160,99658,99808,99782,99846,100233,100774,101188,101653,101983,102234,102406,102613,102967,104587,106347,107984,108444,108774,109157,109508,110031,110829,111607,112111,112320,111890,111175,110478,110467,110762,111193,111387,111637,111839,112497,113095,113604,113853,114647,115599,116520,117112,117478,118202,118452,118607,118329,119000,120193,121244,121817,122068,122968,124096,125156,125697,125881,126318,126773,126947,126958,127641,128994,129897,130352,130400,130690,131844,133607,135958,137921,139760,141600,143162,144442,146379,148476,151012,153603,155777
394821,401,"Manhattan, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144955,144947,144378,143256,141984,141339,141502,142038,142803,143325,143586,143821,144090,144260,144620,145581,146763,147634,147767,147823,147525,147473,147812,148456,149188,149620,150440,151249,152295,152666,152627,152075,151832,151956,152356,152720,153022,153306,153536,153526,153475,153515,153663,153872,154091,154405,154613,154458,154276,154175,154256,154365,154448,154623,154646,154629,154650,154694,154627,154352,154247,154125,154203,154271,154543,154817,155110,155571,156099,156503,156891,157987,158718,159307,159227,159432,159470,159451,159572,159664,159270,158917,158677,158530,158419,158516,158924,159257,159525,159867,160248,160333,160793,161234,161855,161970,162087,162135,162210,162228,162318,162248,162096,162127,162291,162593,162790,163125,163489,163838,164236,164635,165066,165602,166123,166762,167291,167704,168024,168433,168947,169439,169830,170291,170820,171489,172244,172908,173434,173921,174478,174975,175424,176021,176749,177438,177994,178501,179103,179687,180372,181073,181730,182279,182908,183394,183874,184284,184837,185339,185536,185906,186331,186859,187349,187934,188582,189269,189917,190611,191255,192028,192849,193369,193609,193852,194353,194926,195383,195884,196588,197377,198098,198595,199174,199888,200732,201579,202241,202267,202293,202204,202372,202542,202874,203469,203908,204298,204736,205163,205623,206527,207493,208550,209357,210153,210909
